	Chromosome	Start	Strand	Gene	Transcript_type
3252	chrX	22473698	1	CG14618	protein_coding
3256	chr2R	13152677	-1	Ack-like	protein_coding
3257	chr2R	14860758	-1	U3-55K	protein_coding
3259	chr3R	21373575	-1	pre-mod(mdg4)-N	protein_coding
3260	chr2R	20790201	-1	CG43667	protein_coding
3262	chr2L	19526368	-1	CG10166	protein_coding
3263	chrX	6225936	1	dtn	protein_coding
3264	chrX	6225941	1	dtn	protein_coding
3265	chrX	6225647	1	dtn	protein_coding
3267	chrX	18894507	1	SdhBL	protein_coding
3268	chrX	18894446	1	SdhBL	protein_coding
3269	chr3R	10856807	1	CG4570	protein_coding
3271	chr3L	7243933	-1	mRpL50	protein_coding
3277	chr3R	21365609	1	pre-mod(mdg4)-Y	protein_coding
3278	chr3L	4292482	1	Fdx2	protein_coding
3283	chr3L	2151700	-1	zormin	protein_coding
3287	chr2L	20656178	-1	brun	protein_coding
3289	chr2R	17447483	-1	mthl4	protein_coding
3290	chr3R	11231912	1	CG14701	protein_coding
3291	chr3R	31793728	-1	Mccc1	protein_coding
3292	chr3R	31793907	-1	Mccc1	protein_coding
3293	chr3R	31793400	-1	Mccc1	protein_coding
3294	chr3R	22586625	-1	btn	protein_coding
3295	chr2L	273836	1	CG11555	protein_coding
3296	chr2L	273937	1	CG11555	protein_coding
3299	chr3L	11589695	1	CG7377	protein_coding
3301	chr2L	10396332	-1	Mdh1	protein_coding
3302	chr2L	10396275	-1	Mdh1	protein_coding
3304	chr3R	14122654	1	twf	protein_coding
3305	chr3L	11064941	-1	CG32075	protein_coding
3306	chr3L	11064737	-1	CG32075	protein_coding
3307	chrX	18499872	-1	Pgant7	protein_coding
3308	chrX	18499986	-1	Pgant7	protein_coding
3310	chr2L	19764136	-1	fbp	protein_coding
3312	chr3L	9972054	-1	CG6674	protein_coding
3313	chrX	1298387	-1	CG32811	protein_coding
3314	chr3L	12132146	1	DEF8	protein_coding
3316	chr3L	680326	-1	CG17129	protein_coding
3318	chr2L	9699297	-1	Pka-C1	protein_coding
3319	chr3L	10151827	1	CG8072	protein_coding
3320	chr3R	30423929	-1	CG15535	protein_coding
3321	chr3R	16151312	-1	Fer2	protein_coding
3324	chrX	19929178	-1	CG45489	protein_coding
3325	chrmitochondrion_genome	9835	-1	mt:ND4L	protein_coding
3326	chr3R	25184383	1	dan	protein_coding
3327	chr3R	25185011	1	dan	protein_coding
3328	chr2R	17158316	-1	CG17287	protein_coding
3329	chr3L	9411038	1	Cpsf5	protein_coding
3332	chr2R	22212835	1	ari-2	protein_coding
3333	chr3R	13780964	1	CG9286	protein_coding
3334	chr2L	21437011	1	His1:CG33810	protein_coding
3335	chrX	4997441	1	CG12680	protein_coding
3336	chr2L	19487490	1	CG13083	protein_coding
3338	chrX	12660534	1	Tis11	protein_coding
3339	chrX	12659415	1	Tis11	protein_coding
3341	chr2R	20239429	-1	CG13869	protein_coding
3343	chrY	3301827	1	CG45766	protein_coding
3345	chr2R	22888928	1	MED23	protein_coding
3346	chr2L	1520491	1	Or22a	protein_coding
3347	chr3L	6130989	-1	Lcp65Ag3	protein_coding
3348	chr2R	7674400	-1	mRpL52	protein_coding
3349	chr2R	11283971	-1	CG9062	protein_coding
3350	chr2R	16236715	1	CG3687	protein_coding
3351	chr2R	19697723	1	Obp56a	protein_coding
3352	chr3R	16305758	1	Zip89B	protein_coding
3353	chr3R	20577053	1	CG5412	protein_coding
3354	chr3R	18164661	1	Cbp20	protein_coding
3357	chr3L	11008833	-1	klu	protein_coding
3358	chr3L	11009188	-1	klu	protein_coding
3361	chrX	12959220	1	CG32642	protein_coding
3362	chrX	12959261	1	CG32642	protein_coding
3363	chrX	20143188	-1	Or19a	protein_coding
3365	chr3R	9630851	-1	Calr	protein_coding
3371	chr2L	6916445	-1	CG32829	protein_coding
3372	chr3R	25490466	-1	Dhap-at	protein_coding
3373	chr3R	25490936	-1	Dhap-at	protein_coding
3374	chr3R	8780789	-1	CG33189	protein_coding
3375	chr3R	13260356	1	CG11686	protein_coding
3376	chr3R	20042757	1	CG33934	protein_coding
3377	chr3R	20045825	1	CG33934	protein_coding
3380	chr2L	2357356	-1	CG9967	protein_coding
3381	chrX	6683841	1	Pink1	protein_coding
3382	chrX	6684355	1	Pink1	protein_coding
3383	chrX	6683798	1	Pink1	protein_coding
3384	chr2R	21671700	1	CG15676	protein_coding
3385	chr3R	17718350	-1	osa	protein_coding
3386	chr3R	27157948	1	grass	protein_coding
3387	chrX	3930578	-1	CG42541	protein_coding
3388	chr3R	28636411	1	CG9988	protein_coding
3391	chr3L	7398285	1	CG8562	protein_coding
3393	chr3L	20974700	-1	CG33286	protein_coding
3394	chr2L	21440001	-1	His4:CG33903	protein_coding
3395	chr2R	23542379	-1	Gr59e	protein_coding
3398	chrX	9330487	-1	CG34450	protein_coding
3401	chr2R	17536333	1	eIF3b	protein_coding
3402	chr2R	17536213	1	eIF3b	protein_coding
3403	chrX	5410849	-1	NAAT1	protein_coding
3406	chr3R	11822420	-1	Kyat	protein_coding
3407	chr3R	11822493	-1	Kyat	protein_coding
3408	chr3R	11822241	-1	Kyat	protein_coding
3409	chr3R	11822077	-1	Kyat	protein_coding
3410	chr3R	18236192	1	repo	protein_coding
3412	chr3R	22750597	-1	rumi	protein_coding
3419	chr2L	12076100	1	CG14947	protein_coding
3420	chr3R	17366119	-1	beat-IIa	protein_coding
3421	chr3R	17346333	-1	beat-IIa	protein_coding
3422	chr3L	6149548	1	Lcp65Ab1	protein_coding
3424	chrX	7329046	1	CG18155	protein_coding
3426	chr3R	15483158	1	Rh6	protein_coding
3427	chr2L	15613335	-1	Semp1	protein_coding
3428	chr3R	12033142	1	ssp5	protein_coding
3430	chrX	16323231	-1	CG9917	protein_coding
3431	chr3L	7915437	1	CG32368	protein_coding
3432	chr2L	8301079	-1	Btk29A	protein_coding
3433	chr2L	8274224	-1	Btk29A	protein_coding
3434	chr2L	8277702	-1	Btk29A	protein_coding
3435	chr2L	8297124	-1	Btk29A	protein_coding
3436	chr2L	8265793	-1	Btk29A	protein_coding
3437	chr2L	8300746	-1	Btk29A	protein_coding
3441	chr2R	9910893	1	Etf-QO	protein_coding
3442	chr2L	18987280	-1	Swip-1	protein_coding
3444	chr3R	17719454	1	Pxt	protein_coding
3446	chr3L	20466944	1	CG5955	protein_coding
3447	chr2L	20017282	-1	CG43861	protein_coding
3448	chrmitochondrion_genome	10499	1	mt:Cyt-b	protein_coding
3449	chr3L	4254306	-1	ago	protein_coding
3450	chr3L	4254052	-1	ago	protein_coding
3451	chr3L	4252051	-1	ago	protein_coding
3453	chrX	13530249	-1	CG44428	protein_coding
3456	chr2R	23868603	-1	Mtpbeta	protein_coding
3459	chr3R	25237614	1	CG11852	protein_coding
3460	chr3L	16367340	-1	Cpr72Ec	protein_coding
3461	chr2R	7440706	1	CG11123	protein_coding
3465	chrX	3965327	-1	lva	protein_coding
3466	chr3R	18267789	1	CG18599	protein_coding
3467	chr3L	15683445	-1	CG7579	protein_coding
3469	chrX	1026700	-1	CG32814	protein_coding
3470	chr2L	19453490	-1	Top2	protein_coding
3472	chr2L	3478522	1	Thor	protein_coding
3473	chr2L	3478434	1	Thor	protein_coding
3474	chrX	19201979	-1	CG7990	protein_coding
3475	chrX	19201780	-1	CG7990	protein_coding
3476	chrX	17023499	1	CG43997	protein_coding
3477	chr2R	16282946	-1	CG7755	protein_coding
3480	chrX	6279647	-1	Ubi-p5E	protein_coding
3481	chrX	6279274	-1	Ubi-p5E	protein_coding
3482	chr3L	11064991	1	SuUR	protein_coding
3485	chr2L	16451060	1	Idgf3	protein_coding
3486	chr2L	16450907	1	Idgf3	protein_coding
3491	chr3R	14747325	-1	smp-30	protein_coding
3492	chr3R	14751246	-1	smp-30	protein_coding
3493	chr3R	14748899	-1	smp-30	protein_coding
3494	chr2L	3398023	1	CG34175	protein_coding
3498	chr3L	4287038	1	TfIIEbeta	protein_coding
3501	chr2L	16791568	1	CG17928	protein_coding
3504	chr2R	14575771	-1	LamC	protein_coding
3506	chr3R	25025235	1	Hr96	protein_coding
3507	chr2L	9957019	-1	CG5846	protein_coding
3508	chr2L	9957237	-1	CG5846	protein_coding
3509	chr2L	10972598	1	CG16743	protein_coding
3510	chr2L	10972280	1	CG16743	protein_coding
3511	chr2R	23809004	-1	Ssrp	protein_coding
3513	chr3R	26623543	-1	TwdlB	protein_coding
3522	chrX	19938994	-1	CG45491	protein_coding
3523	chrX	15221176	-1	CG43075	protein_coding
3524	chr2L	11843137	1	CG42486	protein_coding
3525	chr2L	11843684	1	CG42486	protein_coding
3526	chr3L	13087289	-1	CG17300	protein_coding
3527	chr2L	20668096	-1	CG31678	protein_coding
3528	chr2L	20664748	-1	CG31678	protein_coding
3529	chr2L	20675941	-1	CG31678	protein_coding
3530	chr3L	5630983	1	Blimp-1	protein_coding
3531	chr3L	5643647	1	Blimp-1	protein_coding
3532	chr3L	5642003	1	Blimp-1	protein_coding
3533	chr3L	5636015	1	Blimp-1	protein_coding
3534	chr3R	5702577	1	plx	protein_coding
3535	chr3R	5706740	1	plx	protein_coding
3536	chr3R	5685855	1	plx	protein_coding
3537	chr2L	20473385	-1	CG43233	protein_coding
3538	chr2R	18386602	1	BomS2	protein_coding
3541	chr3R	17407876	1	CG17283	protein_coding
3543	chr3R	23723331	1	CG10365	protein_coding
3544	chr3R	23728554	1	CG10365	protein_coding
3545	chr3R	23728382	1	CG10365	protein_coding
3547	chr3L	20825974	1	Pka-R1	protein_coding
3548	chr3L	20816118	1	Pka-R1	protein_coding
3549	chr3L	20828018	1	Pka-R1	protein_coding
3550	chr3L	20828225	1	Pka-R1	protein_coding
3551	chr3L	20818965	1	Pka-R1	protein_coding
3552	chr3L	20820331	1	Pka-R1	protein_coding
3553	chr2L	14409549	-1	elB	protein_coding
3556	chr3R	14226762	-1	CG9631	protein_coding
3559	chr3L	15563427	1	SCCRO	protein_coding
3560	chr2R	23949354	1	Stoml2	protein_coding
3561	chr2R	23949201	1	Stoml2	protein_coding
3562	chr3L	10631342	1	hay	protein_coding
3563	chr3L	10631079	1	hay	protein_coding
3565	chr2R	9399080	1	l(2)k10201	protein_coding
3568	chr2L	5716701	1	CG34011	protein_coding
3570	chr3R	27559145	-1	Klp98A	protein_coding
3572	chr2R	17786135	1	aft	protein_coding
3575	chr3R	16368306	-1	CG14880	protein_coding
3576	chrX	12059795	1	Muc11A	protein_coding
3577	chr3L	7775603	-1	Clk	protein_coding
3578	chr3L	7767230	-1	Clk	protein_coding
3579	chr2L	8974976	-1	CG9541	protein_coding
3580	chr2L	8975428	-1	CG9541	protein_coding
3581	chrX	20159872	-1	Rab35	protein_coding
3582	chr3R	14032371	1	CG3061	protein_coding
3584	chr3L	7640446	-1	Urm1	protein_coding
3585	chr2R	23970305	1	CG3065	protein_coding
3586	chr3L	7244388	1	mei-P22	protein_coding
3587	chr3R	9730872	-1	FoxP	protein_coding
3588	chr3R	9730275	-1	FoxP	protein_coding
3590	chr2L	3606756	-1	odd	protein_coding
3592	chr2L	11947965	1	CG16964	protein_coding
3593	chr2L	11947941	1	CG16964	protein_coding
3595	chr3L	17858474	1	CG34002	protein_coding
3596	chr2R	8462753	1	Mal-A5	protein_coding
3597	chr3R	27706328	-1	CROT	protein_coding
3598	chr3R	27706751	-1	CROT	protein_coding
3599	chr3R	27706404	-1	CROT	protein_coding
3600	chr2R	24780428	-1	Lcp9	protein_coding
3602	chr2R	17453399	1	CG10764	protein_coding
3603	chr2R	13407011	1	IMPPP	protein_coding
3604	chr3L	13063046	1	CG34429	protein_coding
3605	chr3R	24661851	-1	Ppox	protein_coding
3607	chr3R	20503746	-1	MtnB	protein_coding
3608	chr3R	20503618	-1	MtnB	protein_coding
3609	chr3R	31210730	-1	chp	protein_coding
3610	chr2R	9820053	-1	CG1648	protein_coding
3611	chr2R	9812774	-1	CG1648	protein_coding
3612	chrX	6844341	1	CG4557	protein_coding
3613	chr2R	7098558	1	esn	protein_coding
3614	chr2R	7106680	1	esn	protein_coding
3615	chr2R	7086316	1	esn	protein_coding
3616	chr3L	9251978	1	GluRIB	protein_coding
3619	chr3L	14031706	-1	endos	protein_coding
3620	chr3L	14031367	-1	endos	protein_coding
3621	chr2L	7410909	1	CG15818	protein_coding
3623	chrX	7040603	1	CG14427	protein_coding
3624	chr2L	5059790	-1	Rpn11	protein_coding
3627	chr3R	5591459	-1	noi	protein_coding
3630	chr2R	10894459	1	CG12942	protein_coding
3631	chr2L	13597186	-1	CG9254	protein_coding
3632	chr2L	13967985	-1	NimB3	protein_coding
3633	chrX	17850460	1	Spt7	protein_coding
3634	chr3R	5256681	-1	CG12173	protein_coding
3639	chr3L	16713660	1	Dab	protein_coding
3640	chr3L	16712126	1	Dab	protein_coding
3641	chr3R	9258964	1	Ibf1	protein_coding
3644	chr3R	17036045	-1	CG4009	protein_coding
3645	chr3R	11626638	-1	CG6813	protein_coding
3646	chr2L	18990233	-1	CG15170	protein_coding
3647	chrY	3289209	1	CG45764	protein_coding
3648	chr2L	13527841	1	CG33640	protein_coding
3650	chr3R	6268757	-1	Osi11	protein_coding
3652	chr3R	9555408	-1	CG9386	protein_coding
3653	chr3R	18251115	1	CG18598	protein_coding
3654	chr3L	23784231	1	CG43968	protein_coding
3657	chr3L	18820675	-1	CG14073	protein_coding
3659	chr2L	21915358	-1	CG31600	protein_coding
3660	chr3L	12399322	-1	CG32104	protein_coding
3662	chr2R	4188127	-1	RNASEK	protein_coding
3663	chr2R	10899060	-1	Rpb5	protein_coding
3664	chr2L	10210681	-1	CG5727	protein_coding
3665	chrX	10589089	1	Rab9D	protein_coding
3666	chr3R	10262123	1	pont	protein_coding
3667	chr3R	10777374	-1	CG45076	protein_coding
3670	chr3L	8158900	-1	CG42445	protein_coding
3671	chr3R	13674542	-1	Task6	protein_coding
3672	chr4	193489	-1	ABCD	protein_coding
3673	chr4	193829	-1	ABCD	protein_coding
3674	chr4	189587	-1	ABCD	protein_coding
3675	chr2L	5100877	1	Msp300	protein_coding
3676	chr2L	5151749	1	Msp300	protein_coding
3677	chr2L	5108512	1	Msp300	protein_coding
3678	chr2L	5108814	1	Msp300	protein_coding
3679	chr2L	5146386	1	Msp300	protein_coding
3680	chr2L	1428474	1	CG43401	protein_coding
3681	chr3L	8802164	-1	CG13311	protein_coding
3684	chr3L	17425477	1	CG7630	protein_coding
3685	chr2R	24579827	-1	CG4681	protein_coding
3686	chrX	8923960	1	CG43255	protein_coding
3688	chr2L	10408352	1	RpS27A	protein_coding
3689	chr3R	9257716	-1	CG16736	protein_coding
3690	chr3R	10331353	-1	Bruce	protein_coding
3693	chr3R	22781728	1	CG7029	protein_coding
3694	chr3R	22750901	1	CG7029	protein_coding
3695	chr3R	22754615	1	CG7029	protein_coding
3696	chr3R	25382781	-1	alrm	protein_coding
3697	chr2R	22784304	1	CG30270	protein_coding
3698	chrX	2943386	1	CG14422	protein_coding
3699	chr3L	6094987	1	loj	protein_coding
3700	chr3L	10625599	-1	CG43127	protein_coding
3701	chrX	19509768	1	CG14200	protein_coding
3702	chrX	19495505	1	CG14200	protein_coding
3703	chr3R	29113071	1	Pdhb	protein_coding
3704	chr3R	29113105	1	Pdhb	protein_coding
3705	chr3R	29113208	1	Pdhb	protein_coding
3706	chr2L	13531074	1	CG33643	protein_coding
3707	chrX	6295389	1	CG3815	protein_coding
3708	chr3R	10075373	-1	Alp13	protein_coding
3712	chrX	806076	1	Sec22	protein_coding
3713	chr2L	10643971	1	CG18284	protein_coding
3714	chr3R	10428424	-1	CG46270	protein_coding
3715	chr2R	11903538	-1	MCPH1	protein_coding
3716	chr2R	11903918	-1	MCPH1	protein_coding
3719	chrX	18137784	-1	ari-1	protein_coding
3720	chrX	18137685	-1	ari-1	protein_coding
3721	chrX	18137139	-1	ari-1	protein_coding
3726	chrX	4549070	1	CG15912	protein_coding
3728	chr2L	8041106	1	CCDC53	protein_coding
3730	chr2R	16973927	1	Cbp53E	protein_coding
3732	chr2R	13965173	1	Cp1	protein_coding
3733	chr2R	13961181	1	Cp1	protein_coding
3734	chr2R	13960675	1	Cp1	protein_coding
3735	chr3R	12383336	1	GstD11	protein_coding
3736	chr3R	12384330	1	GstD11	protein_coding
3737	chr2L	8218017	-1	CG8292	protein_coding
3738	chr3R	20008512	-1	Hs6st	protein_coding
3742	chrX	1235053	-1	CG3638	protein_coding
3743	chrX	1236684	-1	CG3638	protein_coding
3745	chrX	14702358	1	CG43088	protein_coding
3748	chr2R	10237348	-1	Hr3	protein_coding
3749	chr2R	10227957	-1	Hr3	protein_coding
3750	chr2R	10234607	-1	Hr3	protein_coding
3751	chr2R	7944526	1	CG34431	protein_coding
3752	chrX	19211509	-1	CG14195	protein_coding
3753	chrX	19212082	-1	CG14195	protein_coding
3756	chr3R	30476684	1	spdo	protein_coding
3757	chr2L	19299933	-1	CG17564	protein_coding
3758	chr2L	20770731	1	cad	protein_coding
3759	chr2L	20770894	1	cad	protein_coding
3760	chr2L	10426887	1	KdelR	protein_coding
3762	chrX	16943290	1	RhoGAP15B	protein_coding
3764	chr2R	17133445	1	Acp54A1	protein_coding
3766	chr2R	24186703	1	ocm	protein_coding
3767	chr2R	24188277	1	ocm	protein_coding
3768	chr2R	24187639	1	ocm	protein_coding
3773	chr2R	18850844	1	CG15084	protein_coding
3774	chr2L	10060816	1	Spn31A	protein_coding
3778	chr3R	19890689	1	CG4733	protein_coding
3779	chr3R	19890848	1	CG4733	protein_coding
3782	chr2R	12419395	-1	CG42782	protein_coding
3783	chrmitochondrion_genome	5608	1	mt:ND3	protein_coding
3784	chr2R	15794000	1	tun	protein_coding
3785	chr2R	15848579	1	tun	protein_coding
3786	chr3R	13523535	-1	CG12538	protein_coding
3787	chr3R	11172664	-1	Ugt35A1	protein_coding
3788	chr2R	14993835	-1	CG10265	protein_coding
3790	chrX	1322362	-1	DAAM	protein_coding
3791	chrX	1304845	-1	DAAM	protein_coding
3792	chrX	1308472	-1	DAAM	protein_coding
3793	chrX	1294687	-1	DAAM	protein_coding
3795	chr3R	12281152	1	svp	protein_coding
3796	chr3R	12258737	1	svp	protein_coding
3797	chr3R	12281110	1	svp	protein_coding
3801	chr2L	6338426	-1	Pez	protein_coding
3802	chr2L	6338671	-1	Pez	protein_coding
3803	chrX	16651882	1	CG32573	protein_coding
3804	chrX	16651376	1	CG32573	protein_coding
3805	chr2R	12190377	-1	Cyp6g2	protein_coding
3807	chr2L	5338073	-1	fusl	protein_coding
3808	chr2L	5336170	-1	fusl	protein_coding
3810	chr2L	752800	1	GABA-B-R3	protein_coding
3811	chr2L	750609	1	GABA-B-R3	protein_coding
3812	chr2L	749945	1	GABA-B-R3	protein_coding
3813	chr3L	3626352	1	dar1	protein_coding
3814	chr2R	13079539	-1	Drl-2	protein_coding
3818	chr2R	21590432	1	CG33225	protein_coding
3819	chr2R	21590275	1	CG33225	protein_coding
3820	chr3R	28047571	1	trv	protein_coding
3821	chr3R	28026615	1	trv	protein_coding
3823	chr2L	18698714	1	CG10341	protein_coding
3824	chrX	2893087	1	CG3526	protein_coding
3825	chrX	2890768	1	CG3526	protein_coding
3826	chrX	11248236	1	CG15198	protein_coding
3827	chr3L	20788137	-1	CG11396	protein_coding
3829	chr3R	13694053	1	CG14367	protein_coding
3831	chr3R	24048265	-1	Rox8	protein_coding
3832	chr3R	24047721	-1	Rox8	protein_coding
3833	chr3R	24047990	-1	Rox8	protein_coding
3834	chr3R	24047368	-1	Rox8	protein_coding
3835	chr3R	24047012	-1	Rox8	protein_coding
3836	chr3R	24048049	-1	Rox8	protein_coding
3840	chr2R	23042943	-1	CG42741	protein_coding
3842	chrX	1370580	1	ssx	protein_coding
3843	chr2R	6811021	1	koi	protein_coding
3844	chr2R	6811788	1	koi	protein_coding
3845	chr2R	6812532	1	koi	protein_coding
3846	chr2R	6811019	1	koi	protein_coding
3847	chr3R	27662439	1	unc80	protein_coding
3850	chrX	6968750	-1	Setd3	protein_coding
3851	chr2L	21474411	-1	His4:CG33893	protein_coding
3853	chr3L	1250696	1	CG9129	protein_coding
3854	chr2L	9570271	1	brwl	protein_coding
3855	chr2L	9568890	1	brwl	protein_coding
3860	chr3R	15775342	-1	CG45207	protein_coding
3861	chr3R	5262692	-1	Tim17a2	protein_coding
3862	chr3R	18226396	1	Mdh2	protein_coding
3863	chr3L	15649661	-1	Eig71Ea	protein_coding
3864	chr2R	12842558	-1	Cyp9h1	protein_coding
3865	chr2L	2236844	-1	Sec24CD	protein_coding
3866	chr3R	5414527	1	CG14669	protein_coding
3867	chr2L	6071069	1	Kr-h2	protein_coding
3868	chr2L	6072213	1	Kr-h2	protein_coding
3869	chr2L	6070990	1	Kr-h2	protein_coding
3871	chr3R	30695498	-1	CG12069	protein_coding
3872	chr2L	19300255	1	CG10750	protein_coding
3874	chr2R	10048619	-1	oys	protein_coding
3875	chr2R	10040042	-1	oys	protein_coding
3876	chr3R	12239266	-1	Cyp313a3	protein_coding
3885	chrX	13285632	-1	HDAC4	protein_coding
3886	chrX	13272744	-1	HDAC4	protein_coding
3887	chr3L	20962555	-1	CG10587	protein_coding
3888	chr2L	7032721	1	Caper	protein_coding
3889	chr2R	7790368	1	CG12824	protein_coding
3890	chr3R	5791879	1	CG1218	protein_coding
3894	chr2L	10658281	1	CG45690	protein_coding
3897	chr3R	9756491	1	CG8412	protein_coding
3898	chrX	19127316	-1	tgy	protein_coding
3899	chr2L	9924865	-1	TbCMF46	protein_coding
3900	chr2R	7387115	-1	cos	protein_coding
3901	chr2R	16589184	-1	CG8311	protein_coding
3903	chrX	2249983	-1	crn	protein_coding
3905	chr2R	19497752	1	CG15120	protein_coding
3907	chrmitochondrion_genome	9545	-1	mt:ND4	protein_coding
3908	chr3R	26535217	-1	plum	protein_coding
3909	chrX	1873565	-1	Pgam5	protein_coding
3910	chr2R	7311395	1	CG12164	protein_coding
3911	chr3R	17079945	-1	Keap1	protein_coding
3912	chr3R	17078102	-1	Keap1	protein_coding
3916	chr2L	22756349	-1	CG40006	protein_coding
3918	chr2L	10452396	-1	ppk10	protein_coding
3920	chr2R	6076367	-1	l(2)k09848	protein_coding
3921	chr2R	17894342	-1	CG14492	protein_coding
3922	chr3R	12195294	1	CG43450	protein_coding
3923	chr2L	17555765	-1	CG7094	protein_coding
3925	chr2L	19183613	-1	CG46059	protein_coding
3926	chr2L	19183787	-1	CG46059	protein_coding
3927	chr2L	19183600	-1	CG46059	protein_coding
3928	chr3L	8576078	-1	CG6638	protein_coding
3929	chr2L	11813780	-1	CycY	protein_coding
3930	chr3L	12417580	-1	ArfGAP1	protein_coding
3931	chr2L	19958713	1	COX4	protein_coding
3932	chr2L	19958832	1	COX4	protein_coding
3935	chr3R	13288813	-1	apn	protein_coding
3937	chr3L	7130874	1	Acbp3	protein_coding
3938	chr3L	7130965	1	Acbp3	protein_coding
3939	chr2R	7025010	1	Tsp42Ef	protein_coding
3940	chr2L	16684008	-1	CG31807	protein_coding
3941	chr2L	16682402	-1	CG31807	protein_coding
3942	chrX	13396899	1	CG1673	protein_coding
3944	chr3L	184424	-1	CG34140	protein_coding
3945	chr3R	25046323	1	CG11786	protein_coding
3949	chr3R	22324094	-1	CG34377	protein_coding
3950	chr3L	851346	1	Dci	protein_coding
3952	chr3R	24876654	-1	CG3744	protein_coding
3953	chrX	10596122	1	CG2124	protein_coding
3954	chr3R	31395304	-1	Ugt35D1	protein_coding
3955	chr2L	19962679	1	CG16772	protein_coding
3956	chr2L	1344461	1	Cdlc2	protein_coding
3957	chr2L	1344400	1	Cdlc2	protein_coding
3961	chr2R	9693328	-1	Uba1	protein_coding
3964	chr3L	11774501	-1	Tim13	protein_coding
3965	chr2L	5588414	-1	CG7251	protein_coding
3966	chr2L	21462926	-1	His2B:CG33898	protein_coding
3967	chrX	13563823	1	CG46311	protein_coding
3968	chr2R	22179695	1	CG11275	protein_coding
3970	chrX	4554398	-1	CG11444	protein_coding
3971	chrX	4554197	-1	CG11444	protein_coding
3972	chr2L	116488	-1	CG13694	protein_coding
3973	chr2L	116182	-1	CG13694	protein_coding
3977	chr2L	2008414	1	Nplp4	protein_coding
3978	chr2L	2008456	1	Nplp4	protein_coding
3979	chr2R	13983395	1	CG8067	protein_coding
3980	chr2R	13983630	1	CG8067	protein_coding
3982	chrX	17066732	-1	CG45002	protein_coding
3983	chrX	17032705	-1	CG45002	protein_coding
3984	chrX	17018399	-1	CG45002	protein_coding
3985	chrX	16987066	-1	CG45002	protein_coding
3986	chr3L	16726169	-1	CG13026	protein_coding
3987	chr3R	10413301	1	Rrp46	protein_coding
3989	chr2R	9817300	1	lectin-46Ca	protein_coding
3993	chr3L	18667361	1	CG42495	protein_coding
3994	chr3L	16283727	-1	CG13048	protein_coding
3995	chr3L	16283921	-1	CG13048	protein_coding
3996	chrX	7547992	-1	CG32719	protein_coding
3997	chr3L	3114467	-1	CG45067	protein_coding
3998	chrX	14378806	1	betaNACtes3	protein_coding
3999	chr2L	10651613	1	dbf	protein_coding
4002	chr3R	30827819	1	CG15544	protein_coding
4003	chr3L	8069960	-1	CG42591	protein_coding
4004	chr2R	10468616	1	CG11777	protein_coding
4006	chr2L	1200778	1	CG5011	protein_coding
4007	chr2L	1200671	1	CG5011	protein_coding
4008	chr3R	12431321	1	Prosalpha2	protein_coding
4010	chr3R	4731878	-1	Nep2	protein_coding
4011	chr3L	17433868	1	CG32176	protein_coding
4015	chrX	2720468	1	fs(1)Yb	protein_coding
4017	chrX	14776774	1	CG5347	protein_coding
4019	chr2L	15109405	1	CG15269	protein_coding
4022	chr3L	20302141	-1	Pex23	protein_coding
4023	chr2L	10232507	1	eEF1delta	protein_coding
4024	chr2L	8964957	1	CG32984	protein_coding
4025	chr3R	17403718	-1	CG34280	protein_coding
4026	chr2R	21613071	-1	CG15673	protein_coding
4027	chr3L	685549	-1	ebd1	protein_coding
4028	chr3R	11679743	1	Ho	protein_coding
4030	chr3L	14622796	1	CG9628	protein_coding
4033	chrX	4804862	-1	CG2861	protein_coding
4036	chrX	20209603	-1	SdicB	protein_coding
4037	chr3R	5226158	1	Vps37B	protein_coding
4038	chr3L	1802856	-1	JTBR	protein_coding
4040	chr2L	10970203	-1	CG33129	protein_coding
4041	chr2L	10968166	-1	CG33129	protein_coding
4042	chr2L	10970275	-1	CG33129	protein_coding
4043	chr2L	10966811	-1	CG33129	protein_coding
4044	chr2L	10966623	-1	CG33129	protein_coding
4045	chr2R	16937597	1	CG43788	protein_coding
4047	chr3R	11562296	-1	sea	protein_coding
4048	chr3R	11567054	-1	sea	protein_coding
4049	chr3R	11563292	-1	sea	protein_coding
4051	chr2R	23330068	-1	CG30413	protein_coding
4053	chr3L	12533996	1	CG34242	protein_coding
4054	chr3L	12534038	1	CG34242	protein_coding
4055	chr3L	8091786	-1	CG7565	protein_coding
4058	chr2R	23327581	-1	tbrd-3	protein_coding
4060	chrX	15096042	-1	CG9072	protein_coding
4061	chr2R	22648478	-1	CG34445	protein_coding
4062	chr3R	4813639	1	CG1129	protein_coding
4063	chr3R	4813335	1	CG1129	protein_coding
4064	chr3R	4811444	1	CG1129	protein_coding
4065	chr2R	21214972	-1	Ugt49B1	protein_coding
4066	chr2L	6914138	-1	Wee1	protein_coding
4067	chr2R	7395932	-1	Glo1	protein_coding
4068	chr3R	13382822	1	Droj2	protein_coding
4069	chr3R	13382106	1	Droj2	protein_coding
4070	chr3R	13383334	1	Droj2	protein_coding
4071	chr3R	13383265	1	Droj2	protein_coding
4072	chrX	1865835	-1	CG14814	protein_coding
4074	chrX	20424069	1	cactin	protein_coding
4076	chr2R	21669916	-1	CG42380	protein_coding
4077	chr2R	10809679	1	CG12935	protein_coding
4078	chr2R	10809397	1	CG12935	protein_coding
