	Chromosome	Start	Strand	Gene	Transcript_type
89259	chr11	118077076	1	TMPRSS4	protein_coding
89260	chr11	118077077	1	TMPRSS4	protein_coding
89262	chr11	118077078	1	TMPRSS4	protein_coding
89263	chr11	118077094	1	TMPRSS4	protein_coding
89264	chr11	118077130	1	TMPRSS4	protein_coding
89267	chr11	118099043	1	TMPRSS4	protein_coding
89272	chr11	118113292	1	TMPRSS4	protein_coding
89280	chr4	173530229	-1	HAND2	protein_coding
89283	chr15	82849727	-1	HOMER2	protein_coding
89284	chr15	82952720	-1	HOMER2	protein_coding
89285	chr15	82952728	-1	HOMER2	protein_coding
89287	chr15	82864259	-1	HOMER2	protein_coding
89299	chr5	6713432	1	TENT4A	protein_coding
89300	chr5	6714632	1	TENT4A	protein_coding
89301	chr5	6714789	1	TENT4A	protein_coding
89308	chr1	160190575	1	CASQ1	protein_coding
89310	chr1	160198210	1	CASQ1	protein_coding
89312	chr4	17614641	1	MED28	protein_coding
89319	chr19	55339876	1	KMT5C	protein_coding
89323	chr19	55341794	1	KMT5C	protein_coding
89329	chr4	17781621	-1	FAM184B	protein_coding
89332	chr3	136752378	-1	STAG1	protein_coding
89336	chr3	136473603	-1	STAG1	protein_coding
89338	chr3	136752366	-1	STAG1	protein_coding
89339	chr3	136752372	-1	STAG1	protein_coding
89340	chr3	136752403	-1	STAG1	protein_coding
89341	chr1	153670993	-1	ILF2	protein_coding
89343	chr1	153670232	-1	ILF2	protein_coding
89344	chr1	153670982	-1	ILF2	protein_coding
89345	chr1	153671028	-1	ILF2	protein_coding
89348	chr6	108559835	1	FOXO3	protein_coding
89349	chr6	108560917	1	FOXO3	protein_coding
89350	chr6	108656346	1	FOXO3	protein_coding
89355	chr7	100101557	1	AP4M1	protein_coding
89357	chr7	100101591	1	AP4M1	protein_coding
89359	chr7	100101643	1	AP4M1	protein_coding
89361	chr7	100101664	1	AP4M1	protein_coding
89364	chr7	100102061	1	AP4M1	protein_coding
89367	chr7	100105257	1	AP4M1	protein_coding
89368	chr7	100105336	1	AP4M1	protein_coding
89370	chr4	17810757	-1	DCAF16	protein_coding
89390	chr4	17810979	1	NCAPG	protein_coding
89394	chr4	17823699	1	NCAPG	protein_coding
89400	chrX	155380709	1	H2AB2	protein_coding
89401	chr13	114281601	1	UPF3A	protein_coding
89402	chr13	114281603	1	UPF3A	protein_coding
89403	chr13	114281628	1	UPF3A	protein_coding
89413	chrX	155382095	1	F8A2	protein_coding
89414	chrX	153446056	-1	TREX2	protein_coding
89415	chrX	153447863	-1	TREX2	protein_coding
89416	chrX	153470587	-1	TREX2	protein_coding
89426	chr6	110180141	1	CDC40	protein_coding
89427	chr6	110180421	1	CDC40	protein_coding
89431	chr6	110180427	1	CDC40	protein_coding
89432	chr22	38083355	-1	SLC16A8	protein_coding
89433	chr22	38084184	-1	SLC16A8	protein_coding
89436	chr16	3577403	-1	NLRC3	protein_coding
89438	chr16	3577288	-1	NLRC3	protein_coding
89439	chr16	3556994	-1	NLRC3	protein_coding
89442	chr19	55354696	-1	COX6B2	protein_coding
89443	chr19	55354719	-1	COX6B2	protein_coding
89444	chr19	55354711	-1	COX6B2	protein_coding
89445	chr19	55354540	-1	COX6B2	protein_coding
89451	chr15	84980440	1	PDE8A	protein_coding
89452	chr15	84980513	1	PDE8A	protein_coding
89453	chr15	84981981	1	PDE8A	protein_coding
89464	chr15	84981856	1	PDE8A	protein_coding
89474	chr22	17121360	-1	TMEM121B	protein_coding
89475	chr22	17121367	-1	TMEM121B	protein_coding
89489	chr1	168178962	1	TIPRL	protein_coding
89490	chr1	168179055	1	TIPRL	protein_coding
89495	chr22	17085000	1	IL17RA	protein_coding
89498	chr22	17085092	1	IL17RA	protein_coding
89502	chr14	91510144	-1	PPP4R3A	protein_coding
89503	chr14	91510310	-1	PPP4R3A	protein_coding
89504	chr14	91510478	-1	PPP4R3A	protein_coding
89509	chr14	91509647	-1	PPP4R3A	protein_coding
89511	chr14	91481873	-1	PPP4R3A	protein_coding
89512	chr14	91510554	-1	PPP4R3A	protein_coding
89513	chr14	91510300	-1	PPP4R3A	protein_coding
89519	chr5	61162468	-1	SMIM15	protein_coding
89522	chr9	125143528	-1	SCAI	protein_coding
89524	chr9	125143496	-1	SCAI	protein_coding
89529	chrX	118974614	1	LONRF3	protein_coding
89531	chrX	118974618	1	LONRF3	protein_coding
89532	chrX	118975362	1	LONRF3	protein_coding
89534	chrX	118976332	1	LONRF3	protein_coding
89535	chr20	43558968	1	SGK2	protein_coding
89537	chr20	43559027	1	SGK2	protein_coding
89538	chr20	43559033	1	SGK2	protein_coding
89539	chr20	43559042	1	SGK2	protein_coding
89541	chr20	43559076	1	SGK2	protein_coding
89542	chr20	43564786	1	SGK2	protein_coding
89543	chr20	43565115	1	SGK2	protein_coding
89545	chr20	43565237	1	SGK2	protein_coding
89546	chr20	43565798	1	SGK2	protein_coding
89547	chr20	43566316	1	SGK2	protein_coding
89551	chr5	131165231	-1	HINT1	protein_coding
89553	chr5	131165256	-1	HINT1	protein_coding
89561	chr5	131165334	-1	HINT1	protein_coding
89562	chr5	131165341	-1	HINT1	protein_coding
89568	chr1	169367946	-1	NME7	protein_coding
89569	chr1	169367797	-1	NME7	protein_coding
89581	chr19	55363260	-1	GARIN5B	protein_coding
89583	chr13	114314488	1	CHAMP1	protein_coding
89584	chr13	114314490	1	CHAMP1	protein_coding
89585	chr13	114314503	1	CHAMP1	protein_coding
89588	chr13	114314543	1	CHAMP1	protein_coding
89589	chr13	114314545	1	CHAMP1	protein_coding
89590	chr13	114314548	1	CHAMP1	protein_coding
89594	chr19	55370463	-1	IL11	protein_coding
89595	chr19	55369241	-1	IL11	protein_coding
89605	chr4	139015781	1	NOCT	protein_coding
89635	chr6	158644743	-1	DYNLT1	protein_coding
89637	chr5	131170944	1	LYRM7	protein_coding
89638	chr5	131170989	1	LYRM7	protein_coding
89642	chr16	3717524	-1	TRAP1	protein_coding
89644	chr16	3678304	-1	TRAP1	protein_coding
89645	chr16	3717513	-1	TRAP1	protein_coding
89647	chr16	3689075	-1	TRAP1	protein_coding
89655	chr16	3691133	-1	TRAP1	protein_coding
89690	chr4	139280225	-1	MGARP	protein_coding
89691	chr19	55376826	1	TMEM190	protein_coding
89695	chr8	42338454	1	POLB	protein_coding
89696	chr8	42338459	1	POLB	protein_coding
89697	chr8	42338482	1	POLB	protein_coding
89700	chr8	42338494	1	POLB	protein_coding
89704	chr8	42349039	1	POLB	protein_coding
89706	chr8	42357174	1	POLB	protein_coding
89708	chr8	42361298	1	POLB	protein_coding
89709	chr8	42368936	1	POLB	protein_coding
89713	chr5	149063062	-1	SH3TC2	protein_coding
89721	chr5	149063089	-1	SH3TC2	protein_coding
89731	chr6	154010496	1	OPRM1	protein_coding
89732	chr6	154010501	1	OPRM1	protein_coding
89733	chr6	154039240	1	OPRM1	protein_coding
89734	chr6	154039349	1	OPRM1	protein_coding
89736	chr6	154039456	1	OPRM1	protein_coding
89739	chr6	154039495	1	OPRM1	protein_coding
89742	chr6	154086507	1	OPRM1	protein_coding
89745	chr6	154039102	1	OPRM1	protein_coding
89748	chr4	139301210	-1	NDUFC1	protein_coding
89749	chr4	139302551	-1	NDUFC1	protein_coding
89750	chr4	139302477	-1	NDUFC1	protein_coding
89751	chr4	139301204	-1	NDUFC1	protein_coding
89756	chr19	55384292	-1	TMEM238	protein_coding
89758	chr22	17165287	-1	HDHD5	protein_coding
89759	chr22	17159277	-1	HDHD5	protein_coding
89761	chr22	17159255	-1	HDHD5	protein_coding
89765	chr19	55385932	1	RPL28	protein_coding
89766	chr19	55385934	1	RPL28	protein_coding
89767	chr19	55385936	1	RPL28	protein_coding
89769	chr19	55385961	1	RPL28	protein_coding
89770	chr19	55386350	1	RPL28	protein_coding
89772	chr19	55386357	1	RPL28	protein_coding
89787	chrX	2828822	1	GYG2	protein_coding
89789	chrX	2828930	1	GYG2	protein_coding
89790	chrX	2829272	1	GYG2	protein_coding
89792	chrX	2830189	1	GYG2	protein_coding
89793	chrX	2842991	1	GYG2	protein_coding
89795	chrX	2855121	1	GYG2	protein_coding
89804	chr9	42129250	-1	CNTNAP3B	protein_coding
89805	chr9	41908681	-1	CNTNAP3B	protein_coding
89806	chr9	42129426	-1	CNTNAP3B	protein_coding
89814	chr9	41953207	-1	CNTNAP3B	protein_coding
89815	chr9	42129125	-1	CNTNAP3B	protein_coding
89816	chr9	42129345	-1	CNTNAP3B	protein_coding
89818	chr9	42129510	-1	CNTNAP3B	protein_coding
89825	chr10	110207605	1	MXI1	protein_coding
89826	chr10	110207684	1	MXI1	protein_coding
89827	chr10	110210231	1	MXI1	protein_coding
89828	chr10	110225993	1	MXI1	protein_coding
89830	chr10	110226084	1	MXI1	protein_coding
89833	chr10	110226590	1	MXI1	protein_coding
89835	chr10	110226805	1	MXI1	protein_coding
89837	chr10	110226811	1	MXI1	protein_coding
89838	chr10	110226817	1	MXI1	protein_coding
89839	chr10	110226851	1	MXI1	protein_coding
89840	chr10	110226855	1	MXI1	protein_coding
89841	chr10	110226995	1	MXI1	protein_coding
89842	chr10	110227074	1	MXI1	protein_coding
89843	chr10	110227087	1	MXI1	protein_coding
89845	chr10	110227137	1	MXI1	protein_coding
89846	chr10	110227179	1	MXI1	protein_coding
89847	chr10	110227183	1	MXI1	protein_coding
89849	chr10	110227318	1	MXI1	protein_coding
89851	chr10	110227340	1	MXI1	protein_coding
89852	chr10	110227346	1	MXI1	protein_coding
89854	chr10	110227413	1	MXI1	protein_coding
89855	chr10	110227478	1	MXI1	protein_coding
89856	chr10	110227510	1	MXI1	protein_coding
89857	chr10	110227541	1	MXI1	protein_coding
89859	chr10	110227679	1	MXI1	protein_coding
89861	chr10	110244829	1	MXI1	protein_coding
89880	chr1	167630232	1	RCSD1	protein_coding
89881	chr1	167630193	1	RCSD1	protein_coding
89885	chr1	167630093	1	RCSD1	protein_coding
89927	chr14	64294410	-1	ESR2	protein_coding
89928	chr14	64338096	-1	ESR2	protein_coding
89929	chr14	64338112	-1	ESR2	protein_coding
89930	chr14	64282985	-1	ESR2	protein_coding
89933	chr14	64283075	-1	ESR2	protein_coding
89935	chr14	64294371	-1	ESR2	protein_coding
89952	chr22	38656638	1	CBY1	protein_coding
89953	chr22	38656640	1	CBY1	protein_coding
89954	chr22	38656651	1	CBY1	protein_coding
89955	chr22	38656661	1	CBY1	protein_coding
89961	chr4	1712319	-1	SLBP	protein_coding
89962	chr4	1712318	-1	SLBP	protein_coding
89963	chr4	1712250	-1	SLBP	protein_coding
89964	chr4	1712018	-1	SLBP	protein_coding
89965	chr4	1712317	-1	SLBP	protein_coding
89966	chr4	1712344	-1	SLBP	protein_coding
89967	chr1	175743595	-1	TNR	protein_coding
89968	chr1	175406364	-1	TNR	protein_coding
89969	chr1	175743616	-1	TNR	protein_coding
89971	chr20	18137228	1	KAT14	protein_coding
89973	chr20	18137842	1	KAT14	protein_coding
89975	chr20	18137863	1	KAT14	protein_coding
89976	chr20	18137938	1	KAT14	protein_coding
89977	chr20	18138108	1	KAT14	protein_coding
89978	chr20	18138206	1	KAT14	protein_coding
89979	chr20	18138237	1	KAT14	protein_coding
89980	chr20	18145099	1	KAT14	protein_coding
89981	chr19	55407788	-1	UBE2S	protein_coding
89982	chr19	55407719	-1	UBE2S	protein_coding
89983	chr19	55407771	-1	UBE2S	protein_coding
90002	chr19	55461642	-1	ISOC2	protein_coding
90003	chr19	55462343	-1	ISOC2	protein_coding
90005	chr19	55461645	-1	ISOC2	protein_coding
90006	chr19	55460031	-1	ISOC2	protein_coding
90007	chr19	55461626	-1	ISOC2	protein_coding
90011	chr1	168225950	1	SFT2D2	protein_coding
90012	chr1	168226004	1	SFT2D2	protein_coding
90013	chr1	168226008	1	SFT2D2	protein_coding
90023	chr3	123585053	-1	HACD2	protein_coding
90024	chr3	123500693	-1	HACD2	protein_coding
90026	chr3	123584555	-1	HACD2	protein_coding
90035	chr22	36160755	-1	APOL3	protein_coding
90036	chr22	36160929	-1	APOL3	protein_coding
90038	chr22	36166177	-1	APOL3	protein_coding
90041	chr22	36160754	-1	APOL3	protein_coding
90042	chr22	36156949	-1	APOL3	protein_coding
90043	chr22	36160756	-1	APOL3	protein_coding
90044	chr22	36156885	-1	APOL3	protein_coding
90045	chr22	36156938	-1	APOL3	protein_coding
90047	chr22	36160783	-1	APOL3	protein_coding
90070	chr1	165827614	1	UCK2	protein_coding
90071	chr1	165827805	1	UCK2	protein_coding
90074	chr1	165895570	1	UCK2	protein_coding
90075	chr1	165895585	1	UCK2	protein_coding
90081	chr3	71785206	-1	PROK2	protein_coding
90082	chr3	71785148	-1	PROK2	protein_coding
90097	chr17	51260546	1	UTP18	protein_coding
90099	chr17	51277163	1	UTP18	protein_coding
90101	chr17	51280450	1	UTP18	protein_coding
90102	chr17	51285268	1	UTP18	protein_coding
90122	chr3	120450992	-1	FSTL1	protein_coding
90123	chr3	120403297	-1	FSTL1	protein_coding
90124	chr3	120450991	-1	FSTL1	protein_coding
90132	chr19	55476617	1	ZNF628	protein_coding
90133	chr19	55476646	1	ZNF628	protein_coding
90134	chr19	55481197	1	ZNF628	protein_coding
90135	chr4	1721323	-1	TMEM129	protein_coding
90136	chr4	1721358	-1	TMEM129	protein_coding
90137	chr4	1721331	-1	TMEM129	protein_coding
90141	chr19	55485188	1	NAT14	protein_coding
90142	chr19	55485195	1	NAT14	protein_coding
90144	chr19	55485234	1	NAT14	protein_coding
90145	chr19	55486422	1	NAT14	protein_coding
90154	chrX	2929339	-1	ARSD	protein_coding
90155	chrX	2909920	-1	ARSD	protein_coding
90161	chr11	118225011	-1	JAML	protein_coding
90162	chr11	118213359	-1	JAML	protein_coding
90164	chr11	118214891	-1	JAML	protein_coding
90167	chr11	118225021	-1	JAML	protein_coding
90169	chr11	118225094	-1	JAML	protein_coding
90171	chr11	118212885	-1	JAML	protein_coding
90173	chr11	118224087	-1	JAML	protein_coding
90186	chr19	55488404	1	SSC5D	protein_coding
90187	chr19	55488436	1	SSC5D	protein_coding
90189	chr19	55488567	1	SSC5D	protein_coding
90190	chr19	55493891	1	SSC5D	protein_coding
90196	chr13	79481155	1	NDFIP2	protein_coding
90199	chr13	79481211	1	NDFIP2	protein_coding
90201	chr13	79481217	1	NDFIP2	protein_coding
90202	chr13	79481234	1	NDFIP2	protein_coding
90203	chr13	79481240	1	NDFIP2	protein_coding
90211	chr13	79481453	1	NDFIP2	protein_coding
90213	chr13	79481474	1	NDFIP2	protein_coding
90223	chr5	161685721	1	GABRA6	protein_coding
90224	chr5	161685748	1	GABRA6	protein_coding
90226	chr5	161687480	1	GABRA6	protein_coding
90227	chr5	161687496	1	GABRA6	protein_coding
90228	chr5	161689039	1	GABRA6	protein_coding
90237	chr7	100119634	1	CNPY4	protein_coding
90239	chr7	100120026	1	CNPY4	protein_coding
90242	chr9	78236062	1	CEP78	protein_coding
90243	chr9	78236065	1	CEP78	protein_coding
90244	chr9	78236072	1	CEP78	protein_coding
90245	chr9	78236080	1	CEP78	protein_coding
90249	chr9	78236105	1	CEP78	protein_coding
90250	chr9	78236108	1	CEP78	protein_coding
90251	chr9	78236075	1	CEP78	protein_coding
90253	chr9	78236162	1	CEP78	protein_coding
90254	chr9	78236207	1	CEP78	protein_coding
90255	chr9	78236232	1	CEP78	protein_coding
90256	chr9	78236270	1	CEP78	protein_coding
90257	chr9	78236297	1	CEP78	protein_coding
90258	chr9	78236334	1	CEP78	protein_coding
90260	chr9	78236351	1	CEP78	protein_coding
90267	chr1	160031990	-1	PIGM	protein_coding
90269	chr20	2296001	1	TGM3	protein_coding
90271	chr15	79432336	1	MINAR1	protein_coding
90273	chr8	42377229	-1	DKK4	protein_coding
90274	chr4	1856156	-1	LETM1	protein_coding
90282	chr1	168543997	-1	XCL2	protein_coding
90283	chr20	2380901	1	TGM6	protein_coding
90284	chr20	2380908	1	TGM6	protein_coding
90289	chr8	42391624	1	VDAC3	protein_coding
90290	chr8	42391846	1	VDAC3	protein_coding
90291	chr8	42391856	1	VDAC3	protein_coding
90292	chr8	42391864	1	VDAC3	protein_coding
90293	chr8	42391880	1	VDAC3	protein_coding
90297	chr8	42391903	1	VDAC3	protein_coding
90302	chrX	3006546	1	ARSH	protein_coding
90305	chr3	57227729	1	APPL1	protein_coding
90307	chr3	57227831	1	APPL1	protein_coding
90309	chr3	57227874	1	APPL1	protein_coding
90317	chr15	88467708	1	MRPS11	protein_coding
90322	chr15	88467718	1	MRPS11	protein_coding
90328	chr1	167220886	1	POU2F1	protein_coding
90333	chr1	167220891	1	POU2F1	protein_coding
90335	chr1	167220898	1	POU2F1	protein_coding
90337	chr1	167329044	1	POU2F1	protein_coding
90338	chr1	167329166	1	POU2F1	protein_coding
90340	chr1	167371980	1	POU2F1	protein_coding
90345	chrX	3041471	1	ARSF	protein_coding
90346	chrX	3066833	1	ARSF	protein_coding
90354	chr7	100126785	1	MBLAC1	protein_coding
90355	chr7	100126967	1	MBLAC1	protein_coding
90362	chr4	15778328	1	CD38	protein_coding
90363	chr4	15816596	1	CD38	protein_coding
90372	chr19	55537133	-1	SBK2	protein_coding
90373	chr19	55536303	-1	SBK2	protein_coding
90378	chr17	59892715	-1	TUBD1	protein_coding
90379	chr17	59892920	-1	TUBD1	protein_coding
90380	chr17	59892858	-1	TUBD1	protein_coding
90381	chr17	59891003	-1	TUBD1	protein_coding
90382	chr17	59892893	-1	TUBD1	protein_coding
90388	chr17	59892935	-1	TUBD1	protein_coding
90390	chr17	59892943	-1	TUBD1	protein_coding
90391	chr17	59892945	-1	TUBD1	protein_coding
90393	chr7	100158020	-1	TRAPPC14	protein_coding
90395	chr7	100158723	-1	TRAPPC14	protein_coding
90397	chr7	100158715	-1	TRAPPC14	protein_coding
90402	chr20	2470853	-1	SNRPB	protein_coding
90403	chr20	2470789	-1	SNRPB	protein_coding
90410	chr19	55545543	-1	SBK3	protein_coding
90411	chr19	55545522	-1	SBK3	protein_coding
90412	chr5	122311354	1	SNCAIP	protein_coding
90414	chr5	122311740	1	SNCAIP	protein_coding
90415	chr5	122311760	1	SNCAIP	protein_coding
90416	chr5	122311769	1	SNCAIP	protein_coding
90418	chr5	122312183	1	SNCAIP	protein_coding
90419	chr5	122312207	1	SNCAIP	protein_coding
90422	chr5	122312237	1	SNCAIP	protein_coding
90424	chr5	122312567	1	SNCAIP	protein_coding
90431	chr18	76822557	1	ZNF236	protein_coding
90433	chr18	76824160	1	ZNF236	protein_coding
90439	chr18	76927927	1	ZNF236	protein_coding
90440	chr22	50674415	1	SHANK3	protein_coding
90443	chr22	50674892	1	SHANK3	protein_coding
90446	chr22	50697565	1	SHANK3	protein_coding
90449	chr22	50705496	1	SHANK3	protein_coding
90450	chr22	50729572	1	SHANK3	protein_coding
90451	chr19	55580848	-1	ZNF579	protein_coding
90452	chr19	55580845	-1	ZNF579	protein_coding
90453	chr19	55599517	-1	FIZ1	protein_coding
90454	chr19	55601970	-1	FIZ1	protein_coding
90455	chr19	55599630	-1	FIZ1	protein_coding
90456	chr19	55597842	-1	FIZ1	protein_coding
90457	chr19	55598788	-1	FIZ1	protein_coding
90460	chrX	77969638	-1	PGAM4	protein_coding
90461	chrX	78139650	-1	TAF9B	protein_coding
90466	chr15	64761217	-1	RBPMS2	protein_coding
90467	chr15	64775589	-1	RBPMS2	protein_coding
90468	chr19	55600022	1	ZNF524	protein_coding
90469	chr19	55600288	1	ZNF524	protein_coding
90470	chr19	55601879	1	ZNF524	protein_coding
90471	chr22	35840587	-1	RBFOX2	protein_coding
90472	chr22	36028824	-1	RBFOX2	protein_coding
90473	chr22	35840426	-1	RBFOX2	protein_coding
90474	chr22	35840218	-1	RBFOX2	protein_coding
90475	chr22	35840407	-1	RBFOX2	protein_coding
90476	chr22	35810004	-1	RBFOX2	protein_coding
90477	chr22	35840255	-1	RBFOX2	protein_coding
90478	chr22	35938897	-1	RBFOX2	protein_coding
90482	chr22	35840284	-1	RBFOX2	protein_coding
90483	chr22	35778032	-1	RBFOX2	protein_coding
90485	chr22	35824373	-1	RBFOX2	protein_coding
90486	chr22	35961666	-1	RBFOX2	protein_coding
90488	chr22	35840413	-1	RBFOX2	protein_coding
90490	chr19	55624566	-1	ZNF784	protein_coding
90492	chr19	55635016	1	ZNF580	protein_coding
90493	chr19	55640985	1	ZNF580	protein_coding
90494	chr19	55641002	1	ZNF580	protein_coding
90495	chr19	55641763	1	ZNF580	protein_coding
90496	chr19	55642097	1	ZNF580	protein_coding
90498	chrX	44873188	1	KDM6A	protein_coding
90503	chrX	44873552	1	KDM6A	protein_coding
90510	chrX	45059346	1	KDM6A	protein_coding
90515	chrX	45090817	1	KDM6A	protein_coding
90517	chr19	55635459	1	ZNF581	protein_coding
90518	chr19	55641031	1	ZNF581	protein_coding
90519	chr19	55643649	1	ZNF581	protein_coding
90520	chr19	55643810	1	ZNF581	protein_coding
90532	chr19	55641062	1	CCDC106	protein_coding
90533	chr19	55648014	1	CCDC106	protein_coding
90534	chr19	55648035	1	CCDC106	protein_coding
90535	chr19	55648058	1	CCDC106	protein_coding
90536	chr19	55648212	1	CCDC106	protein_coding
90537	chr19	55648233	1	CCDC106	protein_coding
90539	chr19	55648919	1	CCDC106	protein_coding
90540	chr4	15938740	-1	FGFBP1	protein_coding
90543	chr15	70854157	-1	LARP6	protein_coding
90544	chr15	70853458	-1	LARP6	protein_coding
90546	chr15	70854121	-1	LARP6	protein_coding
90547	chr15	70854008	-1	LARP6	protein_coding
90550	chr16	4242080	-1	SRL	protein_coding
90551	chr16	4239743	-1	SRL	protein_coding
90553	chr7	100167284	-1	GAL3ST4	protein_coding
90555	chr7	100168617	-1	GAL3ST4	protein_coding
90556	chr7	100168613	-1	GAL3ST4	protein_coding
90557	chr7	100167230	-1	GAL3ST4	protein_coding
90558	chr7	100168142	-1	GAL3ST4	protein_coding
90559	chr7	100168069	-1	GAL3ST4	protein_coding
90560	chr7	100168135	-1	GAL3ST4	protein_coding
90562	chr4	15963175	-1	FGFBP2	protein_coding
90566	chr20	38472816	1	RALGAPB	protein_coding
90567	chr20	38472843	1	RALGAPB	protein_coding
90568	chr20	38472900	1	RALGAPB	protein_coding
90570	chr20	38497480	1	RALGAPB	protein_coding
90572	chr20	38525515	1	RALGAPB	protein_coding
90584	chr4	16084023	-1	PROM1	protein_coding
90585	chr4	16084378	-1	PROM1	protein_coding
90587	chr4	16083732	-1	PROM1	protein_coding
90588	chr4	16083701	-1	PROM1	protein_coding
90590	chr4	16083473	-1	PROM1	protein_coding
90591	chr4	16075906	-1	PROM1	protein_coding
90595	chr4	16083465	-1	PROM1	protein_coding
90596	chr4	16082608	-1	PROM1	protein_coding
90601	chr13	98978064	-1	DOCK9	protein_coding
90602	chr13	99015740	-1	DOCK9	protein_coding
90603	chr13	99016052	-1	DOCK9	protein_coding
90604	chr13	98831793	-1	DOCK9	protein_coding
90605	chr13	98977990	-1	DOCK9	protein_coding
90606	chr13	99086406	-1	DOCK9	protein_coding
90608	chr13	98978055	-1	DOCK9	protein_coding
90609	chr13	99084176	-1	DOCK9	protein_coding
90610	chr13	98829455	-1	DOCK9	protein_coding
90611	chr13	98847684	-1	DOCK9	protein_coding
90614	chr13	98850080	-1	DOCK9	protein_coding
90616	chr13	98856031	-1	DOCK9	protein_coding
90617	chr13	98978084	-1	DOCK9	protein_coding
90618	chr13	99086625	-1	DOCK9	protein_coding
90622	chr15	61229302	-1	RORA	protein_coding
90623	chr15	60627444	-1	RORA	protein_coding
90624	chr15	60627463	-1	RORA	protein_coding
90625	chr15	60592541	-1	RORA	protein_coding
90629	chr15	60593126	-1	RORA	protein_coding
90635	chr15	61229155	-1	RORA	protein_coding
90637	chr16	4273023	-1	TFAP4	protein_coding
90642	chr16	4263737	-1	TFAP4	protein_coding
90643	chr7	100177381	-1	GPC2	protein_coding
90651	chr8	124450820	1	TRMT12	protein_coding
90654	chr3	137764315	1	SOX14	protein_coding
90655	chr8	124474880	1	RNF139	protein_coding
90656	chr8	124483345	1	RNF139	protein_coding
90657	chr3	150905439	-1	MINDY4B	protein_coding
90660	chr8	124539085	-1	TATDN1	protein_coding
90661	chr8	124539088	-1	TATDN1	protein_coding
90664	chr8	124539076	-1	TATDN1	protein_coding
90665	chr8	124539070	-1	TATDN1	protein_coding
90667	chr8	124539078	-1	TATDN1	protein_coding
90671	chr8	124539082	-1	TATDN1	protein_coding
90674	chr8	124539037	-1	TATDN1	protein_coding
90675	chr8	124539056	-1	TATDN1	protein_coding
90676	chr8	124539458	-1	TATDN1	protein_coding
90685	chr14	22957094	-1	HAUS4	protein_coding
90686	chr14	22957154	-1	HAUS4	protein_coding
90688	chr14	22957090	-1	HAUS4	protein_coding
90689	chr14	22957129	-1	HAUS4	protein_coding
90690	chr14	22957148	-1	HAUS4	protein_coding
90691	chr14	22957126	-1	HAUS4	protein_coding
90692	chr14	22957137	-1	HAUS4	protein_coding
90696	chr14	22957161	-1	HAUS4	protein_coding
90697	chr14	22957022	-1	HAUS4	protein_coding
90702	chr14	22957144	-1	HAUS4	protein_coding
90703	chr14	22957061	-1	HAUS4	protein_coding
90704	chr14	22952683	-1	HAUS4	protein_coding
90705	chr19	55675226	1	EPN1	protein_coding
90706	chr19	55675245	1	EPN1	protein_coding
90707	chr19	55676625	1	EPN1	protein_coding
90710	chr19	55692770	1	EPN1	protein_coding
90728	chr16	4314761	1	GLIS2	protein_coding
90729	chr16	4316067	1	GLIS2	protein_coding
90731	chr3	149752489	-1	COMMD2	protein_coding
90738	chr10	91409280	1	HECTD2	protein_coding
90739	chr10	91410344	1	HECTD2	protein_coding
90741	chr10	91484108	1	HECTD2	protein_coding
90742	chr10	91410285	1	HECTD2	protein_coding
90744	chr17	53822927	1	KIF2B	protein_coding
90746	chrX	2964252	-1	ARSL	protein_coding
90747	chrX	2964280	-1	ARSL	protein_coding
90748	chrX	2964288	-1	ARSL	protein_coding
90749	chrX	2968245	-1	ARSL	protein_coding
90750	chrX	2968301	-1	ARSL	protein_coding
90751	chrX	2964341	-1	ARSL	protein_coding
90752	chrX	2968276	-1	ARSL	protein_coding
90753	chrX	2968475	-1	ARSL	protein_coding
90754	chrX	2964284	-1	ARSL	protein_coding
90755	chrX	2960400	-1	ARSL	protein_coding
90756	chrX	2964263	-1	ARSL	protein_coding
90758	chrX	2964606	-1	ARSL	protein_coding
90759	chrX	2968258	-1	ARSL	protein_coding
90760	chrX	2964264	-1	ARSL	protein_coding
90765	chr11	118264297	-1	MPZL2	protein_coding
90768	chr11	118264536	-1	MPZL2	protein_coding
90775	chr17	59893130	1	RPS6KB1	protein_coding
90777	chr17	59893145	1	RPS6KB1	protein_coding
90778	chr17	59893121	1	RPS6KB1	protein_coding
90779	chr17	59906988	1	RPS6KB1	protein_coding
90784	chr17	59893046	1	RPS6KB1	protein_coding
90785	chr16	4351265	-1	PAM16	protein_coding
90788	chr16	4343761	-1	PAM16	protein_coding
90789	chr16	4344133	-1	PAM16	protein_coding
90790	chr16	4345904	-1	PAM16	protein_coding
90794	chr16	4351321	-1	PAM16	protein_coding
90795	chr16	4355607	-1	PAM16	protein_coding
90806	chr7	100436497	-1	PPP1R35	protein_coding
90824	chr19	55738402	-1	NLRP9	protein_coding
90825	chr19	55738374	-1	NLRP9	protein_coding
90826	chr7	100464260	-1	SPACDR	protein_coding
90827	chr7	100463873	-1	SPACDR	protein_coding
90828	chr11	72189558	1	FOLR1	protein_coding
90829	chr11	72189668	1	FOLR1	protein_coding
90830	chr11	72189915	1	FOLR1	protein_coding
90831	chr11	72190214	1	FOLR1	protein_coding
90832	chr11	72192140	1	FOLR1	protein_coding
90844	chr3	111070071	1	NECTIN3	protein_coding
90845	chr3	111070115	1	NECTIN3	protein_coding
90846	chr3	111071816	1	NECTIN3	protein_coding
