	Chromosome	Start	Strand	Gene	Transcript_type
25823	chr14	68582095	-1	Adamdec1	protein_coding
25825	chr3	131110471	1	Lef1	protein_coding
25827	chr3	131112797	1	Lef1	protein_coding
25831	chr11	116198855	1	Ten1	protein_coding
25835	chr16	13903161	1	Mpv17l	protein_coding
25836	chr16	13940630	1	Mpv17l	protein_coding
25837	chr16	13940644	1	Mpv17l	protein_coding
25838	chr16	13940665	1	Mpv17l	protein_coding
25840	chr16	13940702	1	Mpv17l	protein_coding
25841	chr16	13941094	1	Mpv17l	protein_coding
25845	chrX	114474333	1	Klhl4	protein_coding
25846	chrX	114474604	1	Klhl4	protein_coding
25847	chr8	109962168	-1	Marveld3	protein_coding
25848	chr8	109962203	-1	Marveld3	protein_coding
25850	chr17	78835324	-1	Heatr5b	protein_coding
25852	chr17	78769064	-1	Heatr5b	protein_coding
25858	chr11	102319096	-1	Ubtf	protein_coding
25859	chr11	102316680	-1	Ubtf	protein_coding
25860	chr11	102316704	-1	Ubtf	protein_coding
25861	chr11	102317871	-1	Ubtf	protein_coding
25862	chr11	102317287	-1	Ubtf	protein_coding
25863	chr11	102317635	-1	Ubtf	protein_coding
25864	chr11	102319742	-1	Ubtf	protein_coding
25867	chr11	102316675	-1	Ubtf	protein_coding
25868	chr11	102316705	-1	Ubtf	protein_coding
25870	chr14	56811464	-1	Zmym5	protein_coding
25873	chr14	56811716	-1	Zmym5	protein_coding
25874	chrX	145348950	-1	Lhfpl1	protein_coding
25875	chrX	145349089	-1	Lhfpl1	protein_coding
25879	chr17	84790558	-1	Lrpprc	protein_coding
25886	chrX	18162575	1	Kdm6a	protein_coding
25890	chrX	18246045	1	Kdm6a	protein_coding
25891	chrX	18246273	1	Kdm6a	protein_coding
25892	chrX	18246296	1	Kdm6a	protein_coding
25897	chr1	90203980	1	Ackr3	protein_coding
25898	chr1	90204006	1	Ackr3	protein_coding
25899	chr15	82912134	-1	Tcf20	protein_coding
25900	chr15	82912107	-1	Tcf20	protein_coding
25901	chr15	82963558	-1	Tcf20	protein_coding
25902	chr15	82899811	-1	Tcf20	protein_coding
25903	chr15	82987872	-1	Tcf20	protein_coding
25905	chr11	97884154	-1	Fbxo47	protein_coding
25906	chr14	75787037	-1	Slc25a30	protein_coding
25909	chr14	75787007	-1	Slc25a30	protein_coding
25914	chr16	43754026	1	Drd3	protein_coding
25915	chr16	43762221	1	Drd3	protein_coding
25918	chr6	116551141	1	Eif4a3l2	protein_coding
25922	chr13	76098660	-1	Arsk	protein_coding
25928	chr2	163750239	-1	Ada	protein_coding
25930	chr14	66135039	1	Chrna2	protein_coding
25931	chr14	66140933	1	Chrna2	protein_coding
25937	chr3	108284082	1	Sort1	protein_coding
25938	chr3	108284091	1	Sort1	protein_coding
25941	chr7	55962245	-1	Nipa2	protein_coding
25942	chr7	55962439	-1	Nipa2	protein_coding
25943	chr7	55962450	-1	Nipa2	protein_coding
25944	chr7	55962476	-1	Nipa2	protein_coding
25947	chr7	55962430	-1	Nipa2	protein_coding
25950	chr7	55962173	-1	Nipa2	protein_coding
25952	chrX	102928372	1	1700018G05Rik	protein_coding
25953	chrX	92016183	-1	Mageb1	protein_coding
25954	chrX	92016333	-1	Mageb1	protein_coding
25956	chr17	66449750	-1	Mtcl1	protein_coding
25957	chr17	66385910	-1	Mtcl1	protein_coding
25958	chr17	66439032	-1	Mtcl1	protein_coding
25968	chr9	78113315	1	Cilk1	protein_coding
25970	chr9	78113284	1	Cilk1	protein_coding
25971	chr9	78109192	1	Cilk1	protein_coding
25973	chr9	78113300	1	Cilk1	protein_coding
25975	chr9	78109235	1	Cilk1	protein_coding
25977	chrX	92489949	1	Gm5941	protein_coding
25978	chr6	116554235	1	Olfr214	protein_coding
25979	chr6	116554237	1	Olfr214	protein_coding
25980	chr6	116554316	1	Olfr214	protein_coding
25981	chr6	116556405	1	Olfr214	protein_coding
25983	chr14	118132755	-1	Tgds	protein_coding
25984	chr14	118132747	-1	Tgds	protein_coding
25986	chrX	92599572	-1	Mageb18	protein_coding
25987	chrX	92120771	-1	Mageb18	protein_coding
25988	chr7	125707677	-1	Gtf3c1	protein_coding
25989	chr7	125707780	-1	Gtf3c1	protein_coding
25997	chr7	125706536	-1	Gtf3c1	protein_coding
26000	chr15	81663889	1	L3mbtl2	protein_coding
26001	chr15	81663934	1	L3mbtl2	protein_coding
26004	chr15	81663956	1	L3mbtl2	protein_coding
26008	chr15	81675522	1	L3mbtl2	protein_coding
26017	chr16	18426852	-1	Comt	protein_coding
26018	chr16	18426604	-1	Comt	protein_coding
26019	chr16	18413494	-1	Comt	protein_coding
26021	chr5	101765130	1	Cds1	protein_coding
26024	chr1	193207725	1	Lamb3	protein_coding
26025	chr1	193207732	1	Lamb3	protein_coding
26028	chr1	193301993	1	Lamb3	protein_coding
26030	chr1	193302243	1	Lamb3	protein_coding
26032	chr9	57910979	1	Ubl7	protein_coding
26033	chr9	57911008	1	Ubl7	protein_coding
26035	chr9	57911032	1	Ubl7	protein_coding
26036	chr9	57911034	1	Ubl7	protein_coding
26037	chr9	57911051	1	Ubl7	protein_coding
26038	chr9	57911109	1	Ubl7	protein_coding
26039	chr9	57911710	1	Ubl7	protein_coding
26043	chr9	57910986	1	Ubl7	protein_coding
26045	chr17	71183556	1	Lpin2	protein_coding
26047	chr17	71183978	1	Lpin2	protein_coding
26049	chr17	71204676	1	Lpin2	protein_coding
26060	chr2	89531487	-1	Olfr1243	protein_coding
26062	chr2	89528408	-1	Olfr1243	protein_coding
26063	chr6	116584195	-1	Olfr215	protein_coding
26064	chr2	167063015	-1	Znfx1	protein_coding
26065	chr2	167043495	-1	Znfx1	protein_coding
26066	chr2	167060425	-1	Znfx1	protein_coding
26067	chr2	167062716	-1	Znfx1	protein_coding
26069	chr11	72795856	-1	Cyb5d2	protein_coding
26070	chr11	72796142	-1	Cyb5d2	protein_coding
26074	chr8	129234046	-1	2610044O15Rik8	protein_coding
26075	chr8	129234013	-1	2610044O15Rik8	protein_coding
26076	chr8	129234368	-1	2610044O15Rik8	protein_coding
26077	chr8	129234018	-1	2610044O15Rik8	protein_coding
26078	chr8	129234406	-1	2610044O15Rik8	protein_coding
26079	chr8	129221950	-1	2610044O15Rik8	protein_coding
26081	chr1	171388954	1	Arhgap30	protein_coding
26085	chr14	118137158	1	Gpr180	protein_coding
26087	chr6	113600715	-1	Fancd2os	protein_coding
26088	chr16	18348182	1	Arvcf	protein_coding
26089	chr16	18348274	1	Arvcf	protein_coding
26090	chr16	18380783	1	Arvcf	protein_coding
26092	chr16	18392589	1	Arvcf	protein_coding
26093	chr16	18392616	1	Arvcf	protein_coding
26094	chr16	18392654	1	Arvcf	protein_coding
26099	chr16	18403496	1	Arvcf	protein_coding
26101	chr16	13986855	-1	Ifitm7	protein_coding
26102	chr16	13984621	-1	Ifitm7	protein_coding
26103	chr9	64281581	1	Tipin	protein_coding
26104	chr9	64281583	1	Tipin	protein_coding
26105	chr9	64281585	1	Tipin	protein_coding
26106	chr9	64281603	1	Tipin	protein_coding
26107	chr9	64281607	1	Tipin	protein_coding
26110	chr16	13986604	1	Bmerb1	protein_coding
26111	chr16	13986657	1	Bmerb1	protein_coding
26112	chr16	13986674	1	Bmerb1	protein_coding
26113	chr6	113531682	1	Fancd2	protein_coding
26115	chr6	113531704	1	Fancd2	protein_coding
26117	chr6	113551828	1	Fancd2	protein_coding
26120	chr2	153900388	1	Bpifb6	protein_coding
26121	chr2	153900395	1	Bpifb6	protein_coding
26135	chr1	193273217	-1	G0s2	protein_coding
26141	chr1	193242629	-1	Hsd11b1	protein_coding
26142	chr1	193241598	-1	Hsd11b1	protein_coding
26143	chr1	193264075	-1	Hsd11b1	protein_coding
26144	chr1	193243561	-1	Hsd11b1	protein_coding
26145	chr1	193240410	-1	Hsd11b1	protein_coding
26148	chr6	116628999	-1	Zfp422	protein_coding
26149	chr6	116628701	-1	Zfp422	protein_coding
26150	chr6	116628922	-1	Zfp422	protein_coding
26152	chr14	118237030	-1	Sox21	protein_coding
26154	chr15	81697287	-1	Chadl	protein_coding
26157	chr9	55538672	1	Isl2	protein_coding
26158	chr9	55541148	1	Isl2	protein_coding
26162	chr6	143099776	-1	C2cd5	protein_coding
26163	chr6	143099767	-1	C2cd5	protein_coding
26164	chr6	143100071	-1	C2cd5	protein_coding
26166	chr6	143100005	-1	C2cd5	protein_coding
26169	chr6	143067085	-1	C2cd5	protein_coding
26174	chr6	143100141	-1	C2cd5	protein_coding
26176	chr6	143100107	-1	C2cd5	protein_coding
26177	chrX	145487046	-1	Amot	protein_coding
26178	chrX	145487094	-1	Amot	protein_coding
26179	chrX	145505144	-1	Amot	protein_coding
26180	chrX	145505181	-1	Amot	protein_coding
26182	chrX	145487639	-1	Amot	protein_coding
26185	chr9	44240676	1	Ccdc153	protein_coding
26186	chr9	44240698	1	Ccdc153	protein_coding
26187	chr9	44240700	1	Ccdc153	protein_coding
26188	chr9	44240732	1	Ccdc153	protein_coding
26189	chr9	44240834	1	Ccdc153	protein_coding
26190	chr9	44241052	1	Ccdc153	protein_coding
26191	chr9	44241663	1	Ccdc153	protein_coding
26193	chr2	180119306	1	Osbpl2	protein_coding
26200	chr14	118266960	1	Gm9376	protein_coding
26207	chr12	102743645	-1	Moap1	protein_coding
26208	chr12	102743661	-1	Moap1	protein_coding
26213	chr3	145292472	1	Col24a1	protein_coding
26214	chr3	145292527	1	Col24a1	protein_coding
26217	chrX	114905012	1	Ube2dnl1	protein_coding
26221	chr17	78835567	1	Gpatch11	protein_coding
26222	chr17	78835589	1	Gpatch11	protein_coding
26225	chr15	81235499	1	Mchr1	protein_coding
26230	chr12	102743762	1	Tmem251	protein_coding
26231	chrX	114907582	1	Ube2dnl2	protein_coding
26236	chr3	157566892	1	Ptger3	protein_coding
26238	chr3	157566900	1	Ptger3	protein_coding
26242	chr12	102757967	1	Ubr7	protein_coding
26259	chr15	95655960	-1	Dbx2	protein_coding
26265	chr12	102757800	-1	Gon7	protein_coding
26266	chr12	102757803	-1	Gon7	protein_coding
26277	chr12	102758672	-1	Gm20604	protein_coding
26278	chr8	88362194	-1	Brd7	protein_coding
26286	chrX	116448944	1	Cpxcr1	protein_coding
26287	chr12	102757765	-1	Gm28051	protein_coding
26288	chr9	53533966	-1	Atm	protein_coding
26289	chr9	53536740	-1	Atm	protein_coding
26291	chr9	53453617	-1	Atm	protein_coding
26293	chr9	53536608	-1	Atm	protein_coding
26294	chr2	180171485	1	Adrm1	protein_coding
26301	chrX	116681178	1	H2ab2	protein_coding
26304	chr12	102704930	-1	Itpk1	protein_coding
26306	chr12	102640934	-1	Itpk1	protein_coding
26307	chr12	102695802	-1	Itpk1	protein_coding
26308	chr12	102704914	-1	Itpk1	protein_coding
26313	chrX	117014757	1	H2ab1	protein_coding
26317	chr14	118706205	-1	Abcc4	protein_coding
26322	chr14	118706219	-1	Abcc4	protein_coding
26323	chr15	80014808	-1	Pdgfb	protein_coding
26324	chr15	80013203	-1	Pdgfb	protein_coding
26327	chr9	57940113	1	Sema7a	protein_coding
26329	chr3	95106875	-1	Pip5k1a	protein_coding
26330	chr3	95106930	-1	Pip5k1a	protein_coding
26331	chr3	95106856	-1	Pip5k1a	protein_coding
26332	chr3	95106779	-1	Pip5k1a	protein_coding
26336	chr16	10170226	1	Rpl39l	protein_coding
26337	chr16	10170228	1	Rpl39l	protein_coding
26339	chr15	95790843	1	Ano6	protein_coding
26341	chr15	95790892	1	Ano6	protein_coding
26345	chr15	95800722	1	Ano6	protein_coding
26347	chr3	10331439	-1	Impa1	protein_coding
26348	chr3	10331372	-1	Impa1	protein_coding
26350	chr3	10331132	-1	Impa1	protein_coding
26352	chr3	157925077	-1	Cth	protein_coding
26356	chr7	66743504	1	Cers3	protein_coding
26357	chr7	66764169	1	Cers3	protein_coding
26364	chr15	35155806	-1	Stk3	protein_coding
26365	chr15	35178921	-1	Stk3	protein_coding
26366	chr15	35155750	-1	Stk3	protein_coding
26370	chrX	70477180	-1	Tmem185a	protein_coding
26376	chr4	117251917	-1	Armh1	protein_coding
26382	chr3	10335656	-1	Slc10a5	protein_coding
26383	chr9	58006411	1	Cyp11a1	protein_coding
26384	chr9	58014671	1	Cyp11a1	protein_coding
26386	chr9	58017396	1	Cyp11a1	protein_coding
26390	chr9	59486614	-1	Arih1	protein_coding
26392	chr9	59486347	-1	Arih1	protein_coding
26398	chr2	163820889	1	Ccn5	protein_coding
26400	chr1	181352628	1	Cnih3	protein_coding
26401	chr1	181352630	1	Cnih3	protein_coding
26402	chr1	181353198	1	Cnih3	protein_coding
26403	chr1	181353426	1	Cnih3	protein_coding
26404	chr12	71309884	1	Dact1	protein_coding
26405	chr12	71309984	1	Dact1	protein_coding
26408	chr4	117251951	1	Tmem53	protein_coding
26409	chr4	117252042	1	Tmem53	protein_coding
26410	chr4	117252340	1	Tmem53	protein_coding
26412	chr4	117252040	1	Tmem53	protein_coding
26414	chr17	84957999	1	Ppm1b	protein_coding
26415	chr17	84958009	1	Ppm1b	protein_coding
26417	chr17	84958376	1	Ppm1b	protein_coding
26418	chr17	84965033	1	Ppm1b	protein_coding
26419	chr17	84993680	1	Ppm1b	protein_coding
26420	chr17	84993673	1	Ppm1b	protein_coding
26421	chr17	84956741	1	Ppm1b	protein_coding
26428	chr2	65620771	1	Scn2a	protein_coding
26431	chr2	65668765	1	Scn2a	protein_coding
26436	chr2	65670445	1	Scn2a	protein_coding
26437	chr2	163853733	1	Kcnk15	protein_coding
26438	chr2	163853651	1	Kcnk15	protein_coding
26445	chr14	12283976	1	Gm49355	protein_coding
26446	chrX	118427227	1	Tgif2lx2	protein_coding
26449	chr14	12284173	1	3830406C13Rik	protein_coding
26450	chr14	12284222	1	3830406C13Rik	protein_coding
26454	chr14	12284235	1	3830406C13Rik	protein_coding
26457	chr14	12284254	1	3830406C13Rik	protein_coding
26458	chr14	12284258	1	3830406C13Rik	protein_coding
26459	chr14	12284282	1	3830406C13Rik	protein_coding
26462	chr14	12285383	1	3830406C13Rik	protein_coding
26463	chr14	12285386	1	3830406C13Rik	protein_coding
26464	chr14	12287381	1	3830406C13Rik	protein_coding
26466	chr14	12284209	1	3830406C13Rik	protein_coding
26467	chr14	54698833	-1	Gm29776	protein_coding
26468	chr14	54698800	-1	Gm29776	protein_coding
26469	chrX	118480737	-1	Tgif2lx1	protein_coding
26472	chrX	93286496	1	Arx	protein_coding
26473	chrX	93286510	1	Arx	protein_coding
26474	chr9	78182774	1	Gsta4	protein_coding
26475	chr9	78191947	1	Gsta4	protein_coding
26476	chr15	81360812	-1	Slc25a17	protein_coding
26485	chr16	10192712	1	Atf7ip2	protein_coding
26486	chr16	10192906	1	Atf7ip2	protein_coding
26487	chr16	10192922	1	Atf7ip2	protein_coding
26488	chr16	10192926	1	Atf7ip2	protein_coding
26490	chr16	10212806	1	Atf7ip2	protein_coding
26492	chr9	78230656	1	Gsta1	protein_coding
26494	chr2	163918683	-1	Rims4	protein_coding
26495	chr1	171411313	1	Usf1	protein_coding
26500	chr1	171411384	1	Usf1	protein_coding
26503	chr1	171411681	1	Usf1	protein_coding
26505	chr8	46151771	1	Cfap97	protein_coding
26506	chr8	46163651	1	Cfap97	protein_coding
26508	chr8	46163715	1	Cfap97	protein_coding
26509	chr8	46163735	1	Cfap97	protein_coding
26510	chr8	46169556	1	Cfap97	protein_coding
26511	chr9	78257129	1	Gm3776	protein_coding
26516	chr9	48964990	-1	Htr3b	protein_coding
26517	chr9	78289923	1	Gm10639	protein_coding
26518	chr9	78289928	1	Gm10639	protein_coding
26523	chr17	78882573	-1	Eif2ak2	protein_coding
26527	chr8	46152159	-1	Snx25	protein_coding
26528	chr8	46151705	-1	Snx25	protein_coding
26530	chr8	46080284	-1	Snx25	protein_coding
26533	chr8	46089693	-1	Snx25	protein_coding
26535	chr8	46124146	-1	Snx25	protein_coding
26536	chr2	163994960	1	Ywhab	protein_coding
26537	chr2	163995503	1	Ywhab	protein_coding
26539	chr1	171419033	1	Tstd1	protein_coding
26543	chr14	54712174	-1	Cebpe	protein_coding
26548	chr9	78314016	-1	Omt2a	protein_coding
26549	chr9	78314796	-1	Omt2a	protein_coding
26550	chr9	78313447	-1	Omt2a	protein_coding
26555	chr2	153918230	1	Bpifb3	protein_coding
26556	chr2	153918394	1	Bpifb3	protein_coding
26558	chr17	78906899	-1	Sult6b1	protein_coding
26560	chr17	78906992	-1	Sult6b1	protein_coding
26562	chr6	116650609	1	Depp1	protein_coding
26563	chr6	116650628	1	Depp1	protein_coding
26564	chr6	116650696	1	Depp1	protein_coding
26566	chrX	146962513	1	Htr2c	protein_coding
26567	chrX	146962514	1	Htr2c	protein_coding
26569	chrX	146963023	1	Htr2c	protein_coding
26574	chr14	75845093	1	Tpt1	protein_coding
26575	chr14	75845302	1	Tpt1	protein_coding
26582	chr6	116673952	-1	Rassf4	protein_coding
26583	chr6	116673809	-1	Rassf4	protein_coding
26587	chr6	116673771	-1	Rassf4	protein_coding
26588	chr6	116673798	-1	Rassf4	protein_coding
26591	chr3	152668360	-1	Ak5	protein_coding
26592	chr3	152526752	-1	Ak5	protein_coding
26598	chr14	56886653	1	Zmym2	protein_coding
26599	chr14	56887819	1	Zmym2	protein_coding
26614	chr9	78327589	1	Omt2b	protein_coding
26615	chr9	78328054	1	Omt2b	protein_coding
26618	chr9	78328030	1	Omt2b	protein_coding
26619	chr4	137707522	1	Rap1gap	protein_coding
26620	chr4	137680753	1	Rap1gap	protein_coding
26624	chr4	137718872	1	Rap1gap	protein_coding
26630	chr4	137681667	1	Rap1gap	protein_coding
26631	chr3	152395473	1	Zzz3	protein_coding
26633	chr3	152396003	1	Zzz3	protein_coding
26636	chr3	152396132	1	Zzz3	protein_coding
26637	chr3	152396684	1	Zzz3	protein_coding
26640	chr3	152396694	1	Zzz3	protein_coding
26645	chr5	93045022	-1	Sowahb	protein_coding
26647	chr4	148804429	1	Casz1	protein_coding
26650	chr4	148901149	1	Casz1	protein_coding
26651	chr4	148933114	1	Casz1	protein_coding
26652	chr4	148947002	1	Casz1	protein_coding
26653	chr6	72899979	-1	Kcmf1	protein_coding
26654	chr6	72899292	-1	Kcmf1	protein_coding
26655	chr6	72899703	-1	Kcmf1	protein_coding
26658	chr6	72899083	-1	Kcmf1	protein_coding
26671	chr17	71310990	-1	Emilin2	protein_coding
26672	chr17	71310961	-1	Emilin2	protein_coding
26673	chr17	71310959	-1	Emilin2	protein_coding
26674	chr17	71311556	-1	Emilin2	protein_coding
26676	chr17	71268597	-1	Emilin2	protein_coding
26679	chr17	71297247	-1	Emilin2	protein_coding
26680	chr17	71310281	-1	Emilin2	protein_coding
26682	chr2	165311752	-1	Elmo2	protein_coding
26685	chr2	165316575	-1	Elmo2	protein_coding
26686	chr2	165326479	-1	Elmo2	protein_coding
26687	chr2	165320826	-1	Elmo2	protein_coding
26688	chr2	165296977	-1	Elmo2	protein_coding
26689	chr2	165316903	-1	Elmo2	protein_coding
26693	chr11	69008460	-1	Pfas	protein_coding
26696	chr11	68991349	-1	Pfas	protein_coding
26698	chr11	68994331	-1	Pfas	protein_coding
26700	chr9	59539540	1	Hexa	protein_coding
26703	chr2	58160495	-1	Cytip	protein_coding
26714	chr9	78347158	-1	Gsta2	protein_coding
26715	chr9	78355788	-1	Gsta2	protein_coding
26716	chr9	78347168	-1	Gsta2	protein_coding
26724	chrX	147429192	-1	Il13ra2	protein_coding
26725	chrX	147403832	-1	Il13ra2	protein_coding
26726	chr9	59525501	-1	Tmem202	protein_coding
26733	chrX	103186640	-1	Nap1l2	protein_coding
26736	chr17	47010520	-1	Ubr2	protein_coding
26739	chr17	47010532	-1	Ubr2	protein_coding
26753	chr15	103430470	-1	Gtsf1	protein_coding
26754	chr15	103428500	-1	Gtsf1	protein_coding
26755	chr15	103428606	-1	Gtsf1	protein_coding
26756	chr15	103429562	-1	Gtsf1	protein_coding
26757	chr15	103430349	-1	Gtsf1	protein_coding
26758	chr15	103430344	-1	Gtsf1	protein_coding
26759	chr15	103430379	-1	Gtsf1	protein_coding
26760	chr15	103430409	-1	Gtsf1	protein_coding
26761	chr15	103430244	-1	Gtsf1	protein_coding
26765	chr9	78368177	-1	Dppa5a	protein_coding
26772	chr9	78378725	-1	Ooep	protein_coding
26773	chr2	30415771	-1	Crat	protein_coding
26775	chr2	30415813	-1	Crat	protein_coding
26776	chr2	30405288	-1	Crat	protein_coding
26777	chr2	30415524	-1	Crat	protein_coding
26778	chr2	30404961	-1	Crat	protein_coding
26779	chr2	30415308	-1	Crat	protein_coding
26782	chr2	30415518	-1	Crat	protein_coding
26783	chr2	30415333	-1	Crat	protein_coding
26785	chr2	30415407	-1	Crat	protein_coding
26786	chr3	126998462	-1	Ank2	protein_coding
26788	chr3	127409059	-1	Ank2	protein_coding
26789	chr3	127225847	-1	Ank2	protein_coding
26790	chr3	126934700	-1	Ank2	protein_coding
26791	chr3	126929812	-1	Ank2	protein_coding
26794	chr3	126956074	-1	Ank2	protein_coding
26797	chr3	127499350	-1	Ank2	protein_coding
26798	chr3	127408998	-1	Ank2	protein_coding
26799	chr3	126976154	-1	Ank2	protein_coding
26801	chr3	127409031	-1	Ank2	protein_coding
26802	chr3	127162346	-1	Ank2	protein_coding
26803	chr3	127408967	-1	Ank2	protein_coding
26804	chr3	127225933	-1	Ank2	protein_coding
26806	chr3	127124862	-1	Ank2	protein_coding
26807	chr3	127408954	-1	Ank2	protein_coding
26808	chr3	127165239	-1	Ank2	protein_coding
26813	chr3	127499001	-1	Ank2	protein_coding
26814	chr9	64341288	-1	Dis3l	protein_coding
26816	chr9	64341153	-1	Dis3l	protein_coding
26817	chr9	64340457	-1	Dis3l	protein_coding
26818	chr9	64336597	-1	Dis3l	protein_coding
26821	chr9	64341257	-1	Dis3l	protein_coding
26823	chr5	110135842	1	Chfr	protein_coding
26825	chr5	110135849	1	Chfr	protein_coding
26827	chr5	110135857	1	Chfr	protein_coding
26829	chr5	110135860	1	Chfr	protein_coding
26832	chr5	110135925	1	Chfr	protein_coding
26836	chr2	180225859	-1	Lama5	protein_coding
26839	chr9	78395777	1	Ddx43	protein_coding
26843	chr7	66839813	1	Adamts17	protein_coding
26845	chr7	66849707	1	Adamts17	protein_coding
26847	chr7	67047471	1	Adamts17	protein_coding
26848	chr7	66839735	1	Adamts17	protein_coding
26849	chr10	89443967	-1	Gas2l3	protein_coding
26850	chr10	89443954	-1	Gas2l3	protein_coding
26851	chr10	89433842	-1	Gas2l3	protein_coding
26852	chr10	89443894	-1	Gas2l3	protein_coding
26853	chr10	89434686	-1	Gas2l3	protein_coding
26854	chr10	89434778	-1	Gas2l3	protein_coding
26857	chr15	96287518	1	Arid2	protein_coding
26858	chr15	96287573	1	Arid2	protein_coding
26861	chr6	113604772	1	Brk1	protein_coding
26865	chrX	119927196	1	Pabpc5	protein_coding
26866	chrX	119927225	1	Pabpc5	protein_coding
26869	chr8	88521354	1	Nkd1	protein_coding
26870	chr8	88527653	1	Nkd1	protein_coding
26871	chr8	88582805	1	Nkd1	protein_coding
26874	chr4	111972927	1	Skint7	protein_coding
26875	chr4	111972923	1	Skint7	protein_coding
26878	chr2	30392254	1	Dolpp1	protein_coding
26879	chr2	30392416	1	Dolpp1	protein_coding
26892	chr3	157947414	1	Ankrd13c	protein_coding
26902	chr9	78443204	-1	Cgas	protein_coding
26903	chr9	78443237	-1	Cgas	protein_coding
26905	chrX	120290259	1	Pcdh11x	protein_coding
26907	chrX	120290327	1	Pcdh11x	protein_coding
26909	chrX	120364013	1	Pcdh11x	protein_coding
26910	chrX	120364786	1	Pcdh11x	protein_coding
26912	chrX	120401364	1	Pcdh11x	protein_coding
26913	chr17	85028376	1	Slc3a1	protein_coding
26914	chr11	95120119	1	Dlx3	protein_coding
26925	chr17	85090221	-1	Prepl	protein_coding
26927	chr17	85090224	-1	Prepl	protein_coding
26929	chr17	85090241	-1	Prepl	protein_coding
26930	chr17	85084008	-1	Prepl	protein_coding
26932	chr7	45699843	1	Car11	protein_coding
26937	chr14	20348121	-1	Ecd	protein_coding
26940	chr14	20348066	-1	Ecd	protein_coding
26941	chr1	37865079	-1	Tsga10	protein_coding
26942	chr1	37855374	-1	Tsga10	protein_coding
26943	chr1	37864836	-1	Tsga10	protein_coding
26944	chr1	37866429	-1	Tsga10	protein_coding
26946	chr1	37865073	-1	Tsga10	protein_coding
26948	chr4	107801869	1	Lrp8	protein_coding
26949	chr4	107802164	1	Lrp8	protein_coding
26951	chr4	107802277	1	Lrp8	protein_coding
26953	chr4	107802293	1	Lrp8	protein_coding
26954	chr4	107802314	1	Lrp8	protein_coding
26955	chr4	107802413	1	Lrp8	protein_coding
26956	chr4	107802440	1	Lrp8	protein_coding
26963	chr4	107846604	1	Lrp8	protein_coding
26966	chr4	107859975	1	Lrp8	protein_coding
26967	chr4	107861306	1	Lrp8	protein_coding
26968	chr4	88033364	-1	Mllt3	protein_coding
26969	chr4	87806314	-1	Mllt3	protein_coding
26970	chr4	87806323	-1	Mllt3	protein_coding
26971	chr4	87806294	-1	Mllt3	protein_coding
26976	chr9	78448208	1	Mto1	protein_coding
26980	chr9	78464992	1	Mto1	protein_coding
26983	chrX	120313095	-1	H2ab3	protein_coding
26984	chr16	27388869	1	Ccdc50	protein_coding
26985	chr16	27388980	1	Ccdc50	protein_coding
26986	chr16	27389936	1	Ccdc50	protein_coding
26988	chr3	37125959	-1	Il2	protein_coding
26994	chr3	37063527	1	Adad1	protein_coding
26995	chr3	37063631	1	Adad1	protein_coding
26998	chr3	37085090	1	Adad1	protein_coding
27000	chr1	16105774	1	Rdh10	protein_coding
27002	chr2	92459794	-1	Slc35c1	protein_coding
27003	chr2	92460538	-1	Slc35c1	protein_coding
27004	chr2	92459709	-1	Slc35c1	protein_coding
27005	chr15	96418692	-1	Scaf11	protein_coding
27006	chr15	96460843	-1	Scaf11	protein_coding
27008	chr15	96444055	-1	Scaf11	protein_coding
27011	chr6	113623959	1	Vhl	protein_coding
27017	chr8	88636128	-1	Snx20	protein_coding
27021	chr4	143789352	1	Gm13023	protein_coding
27023	chr4	143789365	1	Gm13023	protein_coding
27025	chr1	34459765	1	Ptpn18	protein_coding
27026	chr1	34459777	1	Ptpn18	protein_coding
27029	chr1	34472720	1	Ptpn18	protein_coding
27032	chr1	86303234	1	B3gnt7	protein_coding
27033	chr1	86303531	1	B3gnt7	protein_coding
27035	chr11	97986444	-1	Plxdc1	protein_coding
27036	chr11	97986399	-1	Plxdc1	protein_coding
27038	chr11	97986430	-1	Plxdc1	protein_coding
27040	chr9	78481724	-1	Eef1a1	protein_coding
27045	chr9	78489151	-1	Eef1a1	protein_coding
27046	chr9	78480841	-1	Eef1a1	protein_coding
27051	chr10	99263231	1	Dusp6	protein_coding
27056	chrX	134404551	1	Drp2	protein_coding
27057	chrX	134404628	1	Drp2	protein_coding
27058	chrX	134404780	1	Drp2	protein_coding
27059	chrX	134404802	1	Drp2	protein_coding
27071	chr6	116716913	-1	Tmem72	protein_coding
27073	chr11	95146263	-1	Dlx4	protein_coding
27075	chr6	72958488	-1	Tmsb10	protein_coding
27076	chr6	72958302	-1	Tmsb10	protein_coding
27077	chr6	72958748	-1	Tmsb10	protein_coding
27078	chr6	72958399	-1	Tmsb10	protein_coding
27088	chr14	60265228	1	Mtmr6	protein_coding
27090	chr14	60265338	1	Mtmr6	protein_coding
27096	chr5	93093437	1	Septin11	protein_coding
27098	chr5	93093438	1	Septin11	protein_coding
27099	chr5	93093448	1	Septin11	protein_coding
27100	chr5	93093451	1	Septin11	protein_coding
27101	chr5	93093526	1	Septin11	protein_coding
27102	chr5	93093536	1	Septin11	protein_coding
27103	chr5	93093571	1	Septin11	protein_coding
27112	chr5	130171798	1	Rabgef1	protein_coding
